"","X1","plate_rxn_ID","plate_pos_seq","plate_pos_factor","well","methylation","analysis_status","assay_notes","dup1","dup2","stdev","cv","drift_est","meth_adjust","stock_notes","cc_notes","rxn_notes","sample_id","id","kay.code","darting.date","new.box","cell","sample.type","sample.state.quality","tissue.origin","orig.vol.uL","orig.conc.ng.uL","num.freeze.thaw.cyc","last.freeze.thaw.date","samp.select.note","luma.assay.num","luma.notes","hyena","ear.tag.number","code.number.on.samples","found.dead","darter","location","gpsutme","gpsutmn","sex","age.class","natal.or.immigrant","reproductive.status","repro.stat.code","mass","telazol.dose","telazol.booster","darting.time","time.down","blood.sampling.time","radio.collared","radio.freq","radio.serial.num","gn.rh","num.edtawhole.blood","num.edtaplasma","num.edtabuffy.coat","num.serum","num.rbc","num.heparin.plasma","num.urine","num.paste","num.tissues","dnaextracted","num.thin.blood.smears","num.thick.blood.smears","ultrasound","num.fetuses","num.heartbeats","ultrasound.other","fetus.length.r.l.","parasites","parasite.ticks","parasites.lionfiles","parasites.other","glucose.grn.red.","glucose.green","glucose.red","pcv","wbc","rbc","knott.s.microfilaria","total.solids","zygo.to.top.crest","zygo.to.back.crest","eye.to.ear","ear.length","skull.length","head.circ","zygo.breadth","body.length","tail.length","neck.circ","girth","leg.side","front.ft.len","lower.leg.length","upper.leg.length","scapula.length","ht.at.shoulder","hind.ft.length","test.nip.length","test.nip.width","tooth.side","incisors","up.canine.ht","up.pm2len","up.pm3len","up.pm4len","upper.row.len","lower.row.len","low.row.with.m1len","m1length","low.pm4len","low.pm3len","low.pm2len","low.canine.ht","rt.low.pm3ht","lft.low.pm3ht","rt.low.pm3surf","lft.low.pm3surf","cavities.broken.teeth","kid.teeth","body.condition","scars.wounds","dartsheet.comments","reaction.to.darting","notes","num.wbc","num.rtbuffer","other.collected","temperature","respiration","heart.rate","body.fat","old.code.number","old.2nd.number","age.at.darting.days","age.at.darting.note","first.seen","den.grad","disappeared","mom","birthdate","number.littermates","litrank","mortality.source","death.date","weaned","clan","park","grad.age.mon","wean.age.mon","age.mon","age.cat","rank_year","hum.pres","lit.size","samp_year","dna_extrct_mth","mom.absrank","mom.strank","mom.strank.quart.order","mom.strank.quart","absrank","strank","strank.quart.order","strank.quart","prim.prey.3.6","prim.prey.6.9","prim.prey.birth.3","prim.prey.gest","prim.prey.peri.concpt","num.transects.3.6","num.transects.6.9","num.transects.birth.3","num.transects.gest","num.transects.peri.concpt","age.inter","samp_year_cnt"
"11",11,"p1r1",17,1,"C5",78.03475892,"y",NA,77.74637418,78.32314366,0.407837613,0.522635834,-0.0743553722643753,78.0025382586854,"poor quality",NA,NA,208,"ath",286,1999-11-26,"DNA_1",34,"DNA","O","WB",75,NA,NA,NA,"orig samps, plates 1-4",1,NA,"ath",NA,NA,0,NA,"zebra kill base of lh",747012,9837941,"f",1,"natal","bado","bado",27,NA,NA,1999-11-26 10:57:00,NA,1999-11-26 11:09:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"lf, fl, ti",0,0,0,NA,NA,NA,55.05,NA,NA,NA,NA,9.63,11.5,NA,8.5,NA,42.5,NA,77.5,19.5,40,69.5,"r",14,21,21,23,65,19.3,4.4,NA,NA,21.75,15.3,NA,NA,NA,91.9,68.2,NA,NA,NA,NA,NA,9.7,6.1,6.1,1.5,1.5,"0","most","fat","both hind feet show clear signs of extended (healing) injury - a bone may have been broken in the hind r carpal region","feces collected earlier on 11-26, external measurements taken with strip of cloth (not measuring tape)",NA,NA,NA,NA,NA,NA,NA,NA,NA,286,NA,371,NA,1999-01-17,1999-07-19,2004-03-31,"mrph",1998-11-20,1,1,"snake bite",2004-03-31,1999-12-17,"talek","tk",241,392,12.2,"subadult",1998,"low","twin",1999,"old",2,0.916666667,4,"Q4",NA,NA,NA,NA,-0.419870815662554,0.549304653590164,-0.437085796034124,2.75841003218235,1.56749219816292,12,12,12,12,12,"subadult",-7.39733333333334
"12",12,"p1r1",18,1,"C6",75.18231853,"y",NA,73.45709946,76.90753761,2.439828215,3.245215448,-0.0743553722643753,75.1525763810942,"low stock vol: low conc","low 230",NA,209,"sx",29,1999-10-29,"DNA_1",35,"DNA","O","WB",200,NA,NA,NA,"orig samps, plates 1-4",1,NA,"sx",NA,NA,0,NA,"aardwolf trees",745665,9837659,"f",4,"natal","lactating","lactating",55,2.2,NA,1999-10-29 01:08:00,1999-10-29 01:10:00,1999-10-29 01:13:00,0,"150.592",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"lf, fl, ti",0,0,0,"51/56",51,56,NA,NA,NA,NA,NA,15.5,17,NA,9,28,55,NA,98,21.5,51,85.5,"l",18,24.5,25,27.5,75,24,49.4,NA,"r",21.1,27.2,14,21.3,34.4,95,78,NA,NA,23.1,20.9,12.6,25.7,16.8,16.5,9.3,10,"1","none","obese","scarring - r shoulder mild and hip mod, l shoulder mild and hip mod; neck severe and behind ears; ripped left nostril",NA,NA,"changed htlocan1 and teatw values based on russ' file",NA,NA,NA,"99.7",12,122,NA,29,NA,3667,NA,1989-11-21,1990-04-24,2000-07-07,"coch",1989-10-14,1,1,NA,NA,1991-01-15,"talek","tk",192,458,120.5,"adult",1989,"low","twin",1999,"old",4,0.7,3,"Q3","13","-0.090909091",1,"Q1 (lowest)",-0.172406471236971,0.334179431010394,-0.90389414247609,-0.218257348302859,-0.13781487399461,12,12,12,12,12,"adult",-7.39733333333334
"13",13,"p1r1",20,1,"C8",75.6006363,"y",NA,74.91886206,76.28241055,0.964174384,1.275352208,-0.0743553722643753,75.5758511759119,NA,NA,NA,213,"guci",753,2004-11-22,"DNA_1",48,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"guci",753,753,0,"jbt,kjw,krt","270 m sw-top tl",744685,9839634,"f",1,"natal","bado","bado",31.6,1.1,0.4,2004-11-22 01:15:00,2004-11-22 01:28:00,2004-11-22 01:53:00,0,NA,NA,0,1,0,0,2,1,3,0,1,"0",2,3,1,0,NA,NA,NA,NA,"ti,lf",0,0,0,"70/67",70,67,41.2,NA,NA,NA,6.8,11,14.3,9,7.6,22.4,44,13.4,74.6,20.5,39.7,68.2,"r",17,20.1,20.5,24.7,63.4,22.8,3.3,NA,"r",23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most","good","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2004-05-31,2004-09-01,2012-01-24,"zc",2004-02-05,0,NA,"unk",NA,NA,"talek",NA,209,NA,9.6,"cub",2004,"med","single",2004,"old",5,0.466666667,3,"Q3",NA,NA,NA,NA,-1.48783155788458,-0.679333061284439,-1.16510967268721,-1.10661327009135,0.412979709081557,10,12,12,12,12,"cub",-2.39733333333334
"14",14,"p1r1",21,1,"C9",76.65289991,"y",NA,77.23129623,76.07450359,0.817975921,1.067116732,-0.0743553722643753,76.6305932983207,"low stock vol: low conc",NA,NA,218,"ali",253,2001-06-17,"DNA_1",54,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"ali",332,NA,0,"sd, kh","paul t",751536,9837598,"f",NA,"natal","pregnant, see comments","pregnant",56.46,2,2,2001-06-17 01:10:00,2001-06-17 01:21:00,2001-06-17 01:26:00,0,"150.42","369511",0,2,2,NA,3,NA,7,NA,NA,NA,2,3,1,0,2,2,"est gestational age 65.35 days","?/22.17","ti/lf",0,0,0,"67/65",67,65,40.41,20875,7425000,"none",7.6,13,16.4,NA,10.5,29,51.7,NA,96,23,46,80,"r",20,25,24.5,24,79,23,NA,NA,"r",22.3,28.5,15.18,20.34,35.3,95.98,78.1,NA,NA,21.52,20.5,13.54,26.6,18.04,18.1,3.3,5.2,"0",NA,"excellent","fresh mild - mod leftupleg rtface","formerly number 253, pregnant with 2 (?) fetuses), average femur length of 22.17cm est gestational age 65.35 days, radio-collar freq 150.420, serial number 369511",NA,NA,NA,NA,NA,NA,NA,NA,NA,332,253,1413,NA,1997-09-07,1998-08-18,2017-06-11,"bb",1997-08-04,1,1,NA,NA,1998-06-21,"talek","tk",379,321,46.4,"adult",1997,"low","twin",2001,"old",7,0.52,3,"Q3","5","0.529411765",3,"Q3",-0.318747512126519,-0.313822178412991,-0.351891512595995,0.727342176956507,-0.202498935352309,12,10,12,12,12,"adult",-5.39733333333334
"15",15,"p1r1",25,1,"E1",75.08357206,"y",NA,74.91563976,75.25150435,0.237492131,0.31630372,-0.0743553722643753,75.0711794979559,NA,NA,NA,224,"cr",108,2001-12-06,"DNA_1",61,"DNA","O","WB",250,NA,NA,NA,"orig samps, plates 1-4",1,NA,"cratchet",NA,NA,0,"saw, smd","40m nw - border t",745271,9838828,"f",NA,"natal","lactating","lactating",69.5,2.3,1,2001-12-05 23:37:00,2001-12-05 23:45:00,2001-12-05 23:48:00,0,NA,NA,0,2,2,NA,3,1,4,NA,NA,NA,2,3,1,0,0,NA,NA,NA,"lf",0,0,0,NA,NA,NA,38.5,25325,7595000,"hooks, straight",7.8,13.5,18.5,NA,9,30.5,53.5,NA,98,25,50.5,91.5,"l",20,24.5,25.5,29.5,74.5,24.5,41.4,NA,"r",21.46,28.05,14.56,22.82,35.05,98.73,80.6,NA,NA,21.62,21.48,15.95,25.2,14.95,14.67,8.36,8.23,"0","none","fat","one 2-inch old scar on right side below spine","no eartag, pooped while going down - we collected, 1ml telazol booster at 0741",NA,NA,NA,NA,NA,NA,NA,NA,NA,108,0,3035,NA,1993-09-09,1994-04-02,2002-03-03,"ot",1993-08-15,1,1,NA,NA,1994-08-01,"talek","tk",230,351,99.7,"adult",1993,"low","twin",2001,"old",8,0.222222222,2,"Q2","16","-0.764705882",2,"Q2",-0.386397945154114,-0.0748614851624089,0.0628145448011617,1.57789571909443,-0.51206770576926,14,12,12,12,10,"adult",-5.39733333333334
"16",16,"p1r1",34,2,"E10",76.97523861,"y",NA,77.96451075,75.98596647,1.399042077,1.817522235,-0.0743553722643753,76.9851526596353,NA,NA,NA,243,"foz",265,2001-05-12,"DNA_10",1,"DNA","O","WB",300,NA,NA,NA,"orig samps, plates 1-4",1,NA,"fozzie",327,NA,0,"sd, jk, kh","250m w dream camp",746182,9838832,"m",NA,"natal","bado","bado",45.86,2,NA,2001-05-12 01:31:00,2001-05-12 01:35:00,2001-05-12 01:39:00,0,"150.22","54076",0,2,2,NA,4,NA,NA,1,1,NA,2,3,1,0,NA,NA,NA,NA,"ti/lf",0,0,0,"52/54",52,54,32.79,18000,8715000,"both",7.2,12,16.5,NA,9.9,29,46.5,NA,91,25,41.5,74,"r",19,25.3,24.5,26,76,20,34.44,40,"r",21.44,29.9,15.74,20.1,33.6,94.62,78.5,NA,NA,20.28,20.32,14.15,26.86,16.76,16.7,5.62,5.2,"0",NA,"good - hips sticking out a bit","none","formerly number 265",NA,NA,NA,NA,NA,NA,NA,NA,NA,327,265,1244,NA,1998-03-23,1998-10-21,2011-04-12,"hob",1997-12-15,1,NA,"lions",2011-04-11,1999-01-11,"talek","tk",310,392,40.9,"adult",1997,"low",NA,2001,"old",23,-0.76,1,"Q1 (lowest)",NA,NA,NA,NA,-0.46771940318936,2.67732739525953,-0.0392777783271673,-0.44237145623126,0.43127419108171,10,12,12,12,12,"adult",-5.39733333333334
"17",17,"p1r1",35,2,"E11",77.39102336,"y",NA,76.95100725,77.83103948,0.622276757,0.804068391,-0.0743553722643753,77.4034159220441,NA,NA,NA,245,"kryp",805,2009-10-31,"DNA_10",3,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"kryp",NA,805,0,"dwl, ljc,sld","400m sw-lucky tree",743345,9838152,"m",NA,"natal","bado","bado",52,2.1,NA,2009-10-31 02:20:00,2009-10-31 02:22:00,2009-10-31 02:29:00,0,NA,NA,0,3,1,1,4,1,4,0,2,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"54/56",54,56,45.4,NA,NA,NA,7.7,12.5,15.5,11,8.5,35.5,49.5,NA,88.5,22,49.5,78.1,"r",19.6,25.5,26.2,25.5,78.1,24,35.54,34.34,"r",21.95,29.27,14.99,21.43,35.21,95.49,78.22,NA,NA,22.87,20.25,14.61,21.34,19.07,19.46,3.07,3.65,"0","none","fat","none noted","paste put in 2 vials but there was so little of it that the stuff in the vials might not really even be paste (just scrapings)",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-04-13,2008-09-16,2010-07-22,"yog",2007-11-01,0,NA,NA,NA,2008-08-28,"talek",NA,320,301,24,"subadult",2007,"med","single",2009,"old",14,-0.529411765,1,"Q1 (lowest)",NA,NA,NA,NA,0.247184235378912,-0.269014820536805,-0.757403048397017,1.14316835311282,-0.182767029766427,11,17,17,17,20,"subadult",2.60266666666666
"18",18,"p1r1",36,2,"E12",78.33793128,"y",NA,77.67028052,79.00558204,0.944200763,1.205291928,-0.0743553722643753,78.3528023544529,NA,NA,NA,249,"yaz",821,2010-06-15,"DNA_10",8,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"yaz",NA,NA,0,"asl, kdsl,keh, scj",NA,NA,NA,"m",NA,"natal","bado","bado",44,NA,NA,NA,NA,NA,0,NA,NA,0,3,1,0,5,1,4,0,1,"0",2,3,1,0,NA,NA,NA,NA,"lf",0,0,0,"69/61",69,61,37.6,NA,NA,NA,6.8,12,14.7,11,9.5,26.8,48.5,NA,85,22,45,75,"l",18,25.6,21.5,26,70,21.8,28.6,24.8,"l",21.76,26.51,14.89,21.75,32.37,91.1,75.02,NA,NA,20.15,19.4,14.57,24.45,18.71,19.11,4.37,2.3,"0","adult teeth still errupting","good, fat","none noted","adult teeth still erupting; took multiple bacterial swabs; swabs taken: earwax, prepuce, lionfly, mouth, rectum, nares, anal pouch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2009-06-03,2009-06-24,2011-11-21,"aqua",2008-12-01,0,NA,NA,NA,2009-12-20,"talek","tk",205,384,18.4,"subadult",2008,"med","single",2010,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.232573367371489,-0.998100713748994,0.0499733829100608,0.40317909372433,NA,13,10,13,18,"subadult",3.60266666666666
"19",19,"p1r1",28,1,"E4",76.58965334,"y",NA,75.8318327,77.34747398,1.071720227,1.399301576,-0.0743553722643753,76.5846963151824,NA,NA,NA,231,"zim",283,1999-11-07,"DNA_1",69,"DNA","O","WB",300,NA,NA,NA,"orig samps, plates 1-4",1,NA,"zim",NA,NA,0,NA,"150m ne scarecrow t",751671,9833529,"f",1,"natal","bado","bado",32.3,1.3,NA,1999-11-06 23:58:00,1999-11-07 00:02:00,1999-11-07 00:08:00,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ti, many lf",0,0,0,"65/65",65,65,41,NA,NA,NA,NA,11,13,NA,8.5,24,42.5,NA,82,22,40.5,70.5,"l",18.5,23.5,24.5,24.5,67,22,3.5,3.5,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","most","good; 1 square cm scrape on left thigh","scar on left butt cheek","one virus spot by anus",NA,NA,NA,NA,NA,"100.7",24,120,NA,283,NA,343,NA,1999-01-07,1999-08-04,2002-12-12,"cr",1998-11-29,1,1,NA,NA,2000-02-23,"talek","tk",248,451,11.3,"cub",1998,"low","twin",1999,"old",16,-0.25,2,"Q2",NA,NA,NA,NA,-0.419870815662554,0.549304653590164,-0.437085796034124,2.75841003218235,1.56749219816292,12,12,12,12,12,"cub",-7.39733333333334
"20",20,"p1r1",29,1,"E5",77.11971609,"y",NA,76.84791976,77.39151243,0.384378061,0.498417371,-0.0743553722643753,77.1172375775912,"low stock vol: low conc","low 230",NA,236,"hoo",301,2000-04-29,"DNA_1",74,"DNA","O","WB",200,NA,NA,NA,"orig samps, plates 1-4",1,NA,"hoo",NA,NA,0,"ae kn","nnht",748095,9837430,"f",NA,"natal","bado","bado",24.9,1.3,NA,2000-04-29 01:22:00,2000-04-29 01:24:00,2000-04-29 01:42:00,0,NA,NA,0,3,2,NA,6,1,10,NA,NA,NA,NA,6,1,0,NA,NA,NA,NA,"ti, lf",0,0,0,"79/75",79,75,32,7875,7705000,"none",6.8,10,12.5,NA,7.5,23,44,NA,78.5,17.5,38.5,65,"r",18,20.5,21.5,21.5,66,22.5,3.5,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"good","rt and lft shoulders - mild","permanent teeth not in yet",NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,379,NA,1999-05-01,1999-11-28,2001-12-16,"nav",1999-04-16,0,NA,NA,NA,2000-06-03,"talek","tk",226,414,12.5,"subadult",1999,"low","single",2000,"old",12,-2.5e-16,2,"Q2",NA,NA,NA,NA,0.169604051291404,-0.912710021393615,0.172450635648337,-0.467213020001639,-0.0547429914428787,14,14,14,14,14,"subadult",-6.39733333333334
"21",21,"p1r1",31,2,"E7",75.90787513,"y",NA,76.04506084,75.77068941,0.194009903,0.255586001,-0.0743553722643753,75.9103536424088,NA,NA,NA,237,"bsp",302,2000-05-28,"DNA_1",75,"DNA","O","WB",200,NA,NA,NA,"orig samps, plates 1-4",1,NA,"bsp",302,NA,0,"ae, kn, sw","600m s - camp x",750728,9835642,"f",NA,"natal","bado","bado",24,1.5,NA,2000-05-28 01:30:00,2000-05-28 01:34:00,2000-05-28 01:41:00,0,NA,NA,0,4,2,NA,8,1,10,NA,NA,"2",2,4,1,0,NA,NA,NA,NA,"ti, fl, lf",0,0,0,"71/67",71,67,36,5800,4695000,"hook, straight",6.6,10.5,12.5,NA,7.5,23.5,39,NA,74,20.5,37.5,63,"r",17.5,21,22,22.5,67.5,21,3.2,NA,"r",20.7,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"good","none","virus on muzzle",NA,NA,NA,NA,NA,NA,NA,NA,NA,302,295,400,NA,1999-05-01,1999-12-18,2001-05-08,"mp",1999-04-24,1,2,NA,NA,2000-03-02,"talek","tk",238,313,13.1,"subadult",1999,"low","twin",2000,"old",8,0.363636364,3,"Q3",NA,NA,NA,NA,0.0865678426967764,-0.869713833379684,0.16138644299404,-0.387287988740423,0.165350827722282,12,12,12,12,12,"subadult",-6.39733333333334
"22",22,"p1r1",32,2,"E8",75.55955293,"y",NA,77.11798458,74.00112127,2.203955177,2.91684518,-0.0743553722643753,75.5645099548176,NA,NA,NA,238,"chw",304,2000-06-17,"DNA_1",76,"DNA","O","WB",600,NA,NA,NA,"orig samps, plates 1-4",1,NA,"chw",304,NA,0,"ae, kg","200m se - top of horseshoe l",742052,9838352,"f",NA,"natal","bado","bado",35.6,1.75,NA,2000-06-17 02:23:00,2000-06-17 02:27:00,2000-06-17 02:33:00,0,NA,NA,0,4,3,NA,4,1,9,NA,NA,NA,2,3,1,0,NA,NA,NA,NA,"ti, fl, lf",0,0,0,"62/60",62,60,41.4,17700,6750000,"none",8,11,14,NA,8.5,25,47,NA,88,23.5,44.5,73,"r",19.5,23.5,23.5,24,71.5,20.5,3.8,NA,"l",23.2,22.5,13.8,13.8,34.9,89.7,73,NA,NA,20,20.1,15.7,23.2,19.7,20.1,2.2,1.5,"0",NA,"good","mild near phallus, rt forearm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,NA,1999-04-16,1999-09-24,2013-07-25,"sein",1999-03-19,0,NA,NA,NA,2000-02-28,"talek","tk",189,346,15,"subadult",1999,"low","single",2000,"old",3,0.818181818,4,"Q4",NA,NA,NA,NA,0.805118796278024,-1.05453972883554,0.226162261806498,-0.772332227181273,0.600498149583168,12,12,12,12,12,"subadult",-6.39733333333334
"23",23,"p1r1",33,2,"E9",77.00331342,"y",NA,77.31797309,76.68865375,0.444995969,0.577891975,-0.0743553722643753,77.0107489572264,NA,NA,NA,242,"sqa",303,2000-06-13,"DNA_1",81,"DNA","O","WB",300,NA,NA,NA,"orig samps, plates 1-4",1,NA,"sqa",NA,NA,0,"ae, sw","200m nw - shooting t",751514,9836955,"f",NA,"natal","bado","bado",28,NA,NA,2000-06-13 00:35:00,2000-06-13 00:38:00,2000-06-13 00:46:00,0,NA,NA,0,4,2,NA,2,1,10,NA,NA,NA,2,3,1,0,NA,NA,NA,NA,"ti, lf",0,0,0,"63/57",63,57,35.3,10925,6160000,"hook, straight",7,11,12.5,NA,8,24.5,42.5,NA,78.5,21,41.5,69.5,"l",18,23.5,20,23,66,21.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,"good","lft ear mild","eartag 303 upside down in rt ear",NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,397,NA,1999-06-14,2000-01-30,2001-01-16,"bern",1999-05-13,1,2,NA,NA,2000-07-08,"talek","tk",262,422,13,"subadult",1999,"low","twin",2000,"old",22,-0.909090909,1,"Q1 (lowest)",NA,NA,NA,NA,-0.226667756061184,-0.789420616501319,0.353601644470144,-0.42131013042594,-0.422032719354198,12,12,12,12,12,"subadult",-6.39733333333334
"24",24,"p1r1",37,2,"G1",70.72102091,"y","use only dup 1; non-specific peaks",70.72102091,71.37586408,0.463044052,0.651730053,-0.0743553722643753,70.7383704968617,NA,NA,NA,250,"juno",781,2009-07-18,"DNA_10",9,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"juno",NA,781,0,"keh, ljc","magic culvert",747293,9836014,"f",NA,"natal","bado","bado",46,2.7,1,2009-07-18 03:10:00,2009-07-18 03:26:00,2009-07-18 03:36:00,0,NA,NA,0,5,0,1,5,1,4,0,1,"0",2,3,0,0,NA,NA,NA,NA,"1 leech",0,0,0,"74/72",74,72,39.78,NA,NA,NA,7.3,13,15,11,10,27,48.2,NA,90.5,25.7,45,72.8,"l",20,24,23.5,25.5,74,23,3.61,NA,"l",22.37,22.62,13.66,20.1,33.75,91.92,75.62,NA,NA,20.7,19.6,12.54,24.05,NA,19.11,NA,2.07,"0","none","excellent-fat","2 old scars on l ear","just left a kill; adult teeth mostly erupted",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-05-20,2009-01-28,NA,"mrph",2008-04-20,1,1,NA,NA,2009-02-24,"talek",NA,283,310,14.9,"subadult",2008,"med","twin",2009,"old",1,1,4,"Q4","2","0.904761905",4,"Q4",0.726435097161273,-0.857738385040233,-0.0690564316047625,0.0656532510728189,-1.0252509861451,17,7,17,11,17,"subadult",2.60266666666666
"25",25,"p1r1",39,2,"G3",77.38976232,"y",NA,76.35624762,78.42327701,1.461610502,1.88863547,-0.0743553722643753,77.4120689316793,NA,"low 230",NA,254,"oscr",775,2008-11-02,"DNA_10",13,"DNA","R","WB",493,NA,1,"14-Jul-14","orig samps, plates 1-4",1,NA,"oscar",775,775,0,"asf,ljc,bk","500m e int l h xing",735437,9842169,"f",NA,"natal","lactating","lactating",71,2.2,0.5,2008-11-02 01:46:00,2008-11-02 01:56:00,2008-11-02 01:05:00,0,NA,NA,0,2,2,0,20,1,7,1,1,"1--milk",2,3,1,0,NA,NA,NA,NA,"ti,lf",0,0,0,"77/76",77,76,37.5,NA,NA,NA,6.5,13,18.2,12.6,9.1,31,55.6,18,88.5,25,59.9,96,"l",20.5,27.5,23,27.5,83,24.8,15.45,15.55,"l",21.1,27.87,13.75,21.23,35.42,99.11,83.67,NA,NA,21.03,20.79,13.95,24.86,16.89,17.27,6.02,5.62,"1","none","good","several scars on  left leg & neck; no virus on face","asf did lps control (pbs injection)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2004-10-31,NA,NA,"mre",2004-10-25,1,1,NA,NA,NA,"mara.river",NA,NA,NA,48.3,"adult",2004,"low","twin",2008,"old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",1.60266666666666
"26",26,"p1r1",40,2,"G4",72.42151733,"y","use only dup 1;  high cv; low G T peak",72.293307375,84.643739675,8.733074432,10.2532027775,-0.0881816739588226,72.4448393180069,NA,NA,"not enough DNA in HpaII rxn",258,"jord",804,2009-10-23,"DNA_10",18,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"jord",NA,804,0,"ljc, dwl","600m ne top bane lugga",747274,9834882,"m",NA,"natal","bado","bado",30.6,1.4,0.8,2009-10-23 02:37:00,2009-10-23 02:42:00,2009-10-23 02:57:00,0,NA,NA,0,2,1,1,4,1,4,0,2,"1 weird things from anal sac",2,3,0,0,NA,NA,NA,NA,"many fleas; lionflies",0,0,0,"63/58",63,58,35.29,NA,NA,NA,6.4,11,14.4,10.3,8.8,25.1,44.3,NA,75.3,21.8,43.8,68.7,"l",18.8,23.5,21.2,24.3,67.6,22.5,32.46,29.44,"l",22.14,23.11,13.86,19.84,35.53,90.9,73.01,NA,NA,21.59,19.66,13.86,22.73,19.98,18.82,1.8,2.04,"0","none","good/normal","none seen","tons of fleas!",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-08-11,2009-05-04,2011-07-05,"ffl",2008-07-20,1,2,NA,NA,2009-07-14,"talek",NA,288,359,15.1,"subadult",2008,"med","twin",2009,"old",12,-0.375,1,"Q1 (lowest)",NA,NA,NA,NA,-1.0769961156441,-1.06100358528864,0.707259391810034,-0.210855705900685,0.0887278349294154,7,5,17,17,11,"subadult",2.60266666666666
"27",27,"p1r1",41,2,"G5",77.30325921,"y",NA,76.74513912,77.8613793,0.789300999,1.021044918,-0.0743553722643753,77.3305228464969,NA,NA,NA,261,"dra",774,2009-07-03,"DNA_10",21,"DNA","O","WB",500,NA,NA,NA,"orig samps, plates 1-4",1,NA,"dra",663,774,0,"ljc,sld,keh","200 m n aardwolf cd",745297,9838196,"f",NA,"natal","bado","bado",38,1.5,NA,2009-07-03 00:22:00,2009-07-03 00:28:00,2009-07-03 00:32:00,0,NA,NA,0,3,1,1,5,1,4,0,1,"1(ear)",2,3,1,0,NA,NA,NA,NA,"none",0,0,0,"55/52",55,52,38.14,NA,NA,NA,6.6,12,15,11.3,9.5,27,48.8,NA,87,22,44,70,"l",18.5,24.4,21,25,72,21.5,4.29,NA,"l",21.85,28.6,14.77,21.07,35.95,94.82,78.19,NA,NA,22.39,20.63,14.96,24.56,19.05,19.76,3.22,3,"1","none","good","small scar on left side; another on upper left leg",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-04-09,2008-07-10,2012-06-12,"ali",2007-11-15,1,1,"car",2012-06-12,2008-12-03,"talek","tk",238,384,19.6,"subadult",2007,"med","twin",2009,"old",10,-0.058823529,2,"Q2",NA,NA,NA,NA,0.299755244960674,-0.326951886833351,-0.683917875794646,0.821416098886934,-0.358982093889372,13,15,14,20,16,"subadult",2.60266666666666
